contract A,contract B,similarity,same contract,co-clone
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5682,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5675,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/ERC20,0x0baf20c9b4171b20d23c182e95152cf50591d393_opt/ERC20,0.567,TRUE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5663,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/ERC721COLL,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5658,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/ERC721COLL,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5657,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5653,FALSE,TRUE
0x01b70e308fcdf68c75f576aeb06f6e8228d9d571/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5652,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/ERC20,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5649,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/ERC20,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/collectors,0.5649,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5645,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5644,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5642,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0b8cc57314397c3452219c733ce092d37d10eaa2_opt/FUJI,0.5641,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/ERC721COLL,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5641,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5635,FALSE,TRUE
0x0b0c5cecf0c450380cb4179010e3cf5825ccd2c9/TanjiroInu,0x00e95b2a02649042070d2150e94c05a2ff5e5c4e_opt/ERC721A,0.5635,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5635,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/ERC721A,0x0b4f48f2dfdddec30ac52178d823982db1b96cd0_opt/ERC721,0.5635,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/TheTwist,0x0baf20c9b4171b20d23c182e95152cf50591d393_opt/ERC20,0.5634,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5631,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/FatBoyClubNFT,0x0b721e0bd17d27b0dda825d791842f37fded2d0a_opt/FatBoyClubNFT,0.5624,TRUE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5624,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5617,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/NFT,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5611,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/ERC20,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5611,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5608,FALSE,TRUE
0x0b330335c46b4a6cee8f169e163afe844486dd9f/Disperse,0x01da4b9d0814b02eea19041327e1f445929061ed_opt/ERC721A,0.5603,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5601,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/DEATH,0.5597,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Strings,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5593,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/SafeMath,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5592,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/ERC721A,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.559,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5587,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5579,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5576,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5574,FALSE,TRUE
0x0b330335c46b4a6cee8f169e163afe844486dd9f/Disperse,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5568,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5568,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5567,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5566,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5566,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/ERC721A,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5565,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/NFT,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5561,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5561,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/TheTwist,0x01da4b9d0814b02eea19041327e1f445929061ed_opt/ERC721A,0.5561,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.556,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5559,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5558,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5555,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5554,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5548,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Address,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5545,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/Wabisabi,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5543,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Address,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.554,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0baf20c9b4171b20d23c182e95152cf50591d393_opt/ERC20,0.5534,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/ERC1155,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/DEATH,0.553,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.553,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20Token,0.5527,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Address,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5526,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5526,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/Wabisabi,0x0b8cc57314397c3452219c733ce092d37d10eaa2_opt/FUJI,0.5524,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/Greed,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/collectors,0.5517,FALSE,TRUE
0x0b0c5cecf0c450380cb4179010e3cf5825ccd2c9/TanjiroInu,0x01da4b9d0814b02eea19041327e1f445929061ed_opt/ERC721A,0.5517,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/ERC1155,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5516,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.551,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/ERC721A,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5507,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5507,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5504,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5503,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5503,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5502,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/Greed,0x0b4f48f2dfdddec30ac52178d823982db1b96cd0_opt/NFT,0.5502,FALSE,TRUE
0x01b70e308fcdf68c75f576aeb06f6e8228d9d571/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5501,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Address,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5498,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5495,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5494,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/NFT,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Nanchu,0.5493,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5492,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5489,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5486,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5485,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5483,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/ERC20,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5481,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5477,FALSE,TRUE
0x0b330335c46b4a6cee8f169e163afe844486dd9f/Disperse,0x0b98a6b45263635a50c178abad87b1db5c7a8952_opt/ERC1155,0.5476,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5475,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/ERC20Token,0x0baf20c9b4171b20d23c182e95152cf50591d393_opt/ERC20,0.5473,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5466,FALSE,TRUE
0x01b70e308fcdf68c75f576aeb06f6e8228d9d571/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5466,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/FUJI,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/collectors,0.5463,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/Greed,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/ERC721COLL,0.5458,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5458,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/ERC721COLL,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5454,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5452,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5451,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5447,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/ERC20Token,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/collectors,0.5446,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5443,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5442,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5436,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/BillionaireCat,0x0b8cc57314397c3452219c733ce092d37d10eaa2_opt/FUJI,0.5433,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5432,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/Ownable,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5429,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/Wabisabi,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20Token,0.5429,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Strings,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5427,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5427,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5422,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5421,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Strings,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5419,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5418,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5415,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5411,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5408,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5407,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0b8cc57314397c3452219c733ce092d37d10eaa2_opt/FUJI,0.5406,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/SafeMath,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5404,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/ERC721COLL,0x0b4f48f2dfdddec30ac52178d823982db1b96cd0_opt/NFT,0.5403,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5402,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/FatBoyClubNFT,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5401,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Address,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5401,FALSE,TRUE
0x0b0c5cecf0c450380cb4179010e3cf5825ccd2c9/TanjiroInu,0x0b721e0bd17d27b0dda825d791842f37fded2d0a_opt/FatBoyClubNFT,0.5399,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5395,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/ERC721A,0x00e95b2a02649042070d2150e94c05a2ff5e5c4e_opt/Pumkins,0.5393,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/BillionaireCat,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5392,FALSE,TRUE
0x0b330335c46b4a6cee8f169e163afe844486dd9f/Disperse,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Nanchu,0.5388,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Ownable,0x0b98a6b45263635a50c178abad87b1db5c7a8952_opt/BillionaireCat,0.5387,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/Wabisabi,0x01da4b9d0814b02eea19041327e1f445929061ed_opt/AlwaysTired,0.5382,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/Address,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5382,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.538,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5379,FALSE,TRUE
0x0b330335c46b4a6cee8f169e163afe844486dd9f/Disperse,0x00e95b2a02649042070d2150e94c05a2ff5e5c4e_opt/ERC721A,0.5379,FALSE,TRUE
0x0beded78953bc0768da04cee59e23dd148a38922/SafeMath,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5379,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Address,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5378,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Address,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5377,FALSE,TRUE
0x01b70e308fcdf68c75f576aeb06f6e8228d9d571/SafeMath,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5372,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/ERC721,0x0b98a6b45263635a50c178abad87b1db5c7a8952_opt/ERC1155,0.5369,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/SafeMath,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5369,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5363,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Strings,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5362,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5361,FALSE,TRUE
0x01b70e308fcdf68c75f576aeb06f6e8228d9d571/SafeMath,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5358,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5355,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5355,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/BillionaireCat,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5353,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/ERC721A,0x0b721e0bd17d27b0dda825d791842f37fded2d0a_opt/ERC721,0.5353,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x0baf20c9b4171b20d23c182e95152cf50591d393_opt/Greed,0.5351,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.535,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/SafeMath,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5347,FALSE,TRUE
0x0e32e69c06856eba5909dd638839edaf92f524d3/TheTwist,0x01c5f9163845ed9fe55e404831800b50edfcaa9f_opt/collectors,0.5345,FALSE,TRUE
0x0baf20c9b4171b20d23c182e95152cf50591d393/Greed,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/TheTwist,0.5339,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0bfdbb29e068b869670db0f25664faa29d7bdcca_opt/Ownable,0.5338,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Strings,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5334,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Counters,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5333,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/DEATH,0x0b330335c46b4a6cee8f169e163afe844486dd9f_opt/Disperse,0.5332,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/MerkleProof,0x0b8cc57314397c3452219c733ce092d37d10eaa2_opt/FUJI,0.5331,FALSE,TRUE
0x0b721e0bd17d27b0dda825d791842f37fded2d0a/Address,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5328,FALSE,TRUE
0x0b4f48f2dfdddec30ac52178d823982db1b96cd0/Strings,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5328,FALSE,TRUE
0x0b8cc57314397c3452219c733ce092d37d10eaa2/FUJI,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/Ownable,0.5327,FALSE,TRUE
0x00e95b2a02649042070d2150e94c05a2ff5e5c4e/Address,0x0be57c1fd12a1099ba803227b5acad8888ea2933_opt/Ownable,0.5326,FALSE,TRUE
0x0bfdbb29e068b869670db0f25664faa29d7bdcca/Ownable,0x0b98a6b45263635a50c178abad87b1db5c7a8952_opt/BillionaireCat,0.5323,FALSE,TRUE
0x01c5f9163845ed9fe55e404831800b50edfcaa9f/collectors,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5321,FALSE,TRUE
0x0be57c1fd12a1099ba803227b5acad8888ea2933/Nakama,0x0beded78953bc0768da04cee59e23dd148a38922_opt/Ownable,0.5317,FALSE,TRUE
0x0b98a6b45263635a50c178abad87b1db5c7a8952/Address,0x0e32e69c06856eba5909dd638839edaf92f524d3_opt/ERC20,0.5317,FALSE,TRUE
0x01da4b9d0814b02eea19041327e1f445929061ed/Strings,0x01b70e308fcdf68c75f576aeb06f6e8228d9d571_opt/Ownable,0.5316,FALSE,TRUE
