input,output,error
./training_set/0x0565b1fe22b68fad51a1c0fd068c4a65d5d9796f/BornToRevenge.sol,./out/training_opt/0x0565b1fe22b68fad51a1c0fd068c4a65d5d9796f_opt,NONE
