input,output,error
./testing_set/0x00c2eea3d2f0dac6b88b07b33c6c01a7da65a940/draft-EIP712Upgradeable.sol,./out/testing_opt/0x00c2eea3d2f0dac6b88b07b33c6c01a7da65a940_opt,"b'Error: Source ""ECDSAUpgradeable.sol"" not found: File not found. Searched the following locations: """".\n --> testing_set/0x00c2eea3d2f0dac6b88b07b33c6c01a7da65a940/draft-EIP712Upgradeable.sol:6:1:\n  |\n6 | import ""ECDSAUpgradeable.sol"";\n  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\nError: Source ""Initializable.sol"" not found: File not found. Searched the following locations: """".\n --> testing_set/0x00c2eea3d2f0dac6b88b07b33c6c01a7da65a940/draft-EIP712Upgradeable.sol:7:1:\n  |\n7 | import ""Initializable.sol"";\n  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^\n\n'"
