input,output,error
./testing_set/0x00cda8abd8a7193f69a1d54129ccd0b1fe61e53c/DAIKOKU.sol,./out/testing_opt/0x00cda8abd8a7193f69a1d54129ccd0b1fe61e53c_opt,NONE
